id,scheme,Aum-Domestic,Aum-Foreign,Timeline Quarter
105230,Reliance Interval Fund-Monthly Interval Fund-Series-I -Dividend Option,3288.33,0,April - June 2012
105229,Reliance Interval Fund-Monthly Interval Fund-Series-I- Growth Option,1622.66,0,April - June 2012
105232,Reliance Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Dividend Option,7363.54,0,April - June 2012
105231,Reliance Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Growth Option,3104.86,0,April - June 2012
105401,Reliance Interval Fund-Monthly Interval Fund-Series-II -Dividend Option,2873.89,0,April - June 2012
105400,Reliance Interval Fund-Monthly Interval Fund-Series-II -Growth Option,1218.79,0,April - June 2012
105402,Reliance Interval Fund-Monthly Interval Fund-Series-II-Institutional Plan-Dividend Option,2077.85,0,April - June 2012
105399,Reliance Interval Fund-Monthly Interval Fund-Series-II-Institutional Plan-Growth Option,383.65,0,April - June 2012
105691,Reliance Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan -Dividend Option,9043.96,0,April - June 2012
105690,Reliance Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan Growth Option,9139.71,0,April - June 2012
105692,Reliance Interval Fund-Quarterly Interval Fund Series-II-Dividend Option,3093.59,0,April - June 2012
105689,Reliance Interval Fund-Quarterly Interval Fund Series-II-Growth Option,563.02,0,April - June 2012
105433,Reliance Interval Fund-Quarterly Interval Fund-Series-I - Growth Option,642.44,0,April - June 2012
105434,Reliance Interval Fund-Quarterly Interval Fund-Series-I -Dividend Option,3157.58,0,April - June 2012
105436,Reliance Interval Fund-Quarterly Interval Fund-Series-I-Institutional Plan-Dividend Option,4899.31,0,April - June 2012
105435,Reliance Interval Fund-Quarterly Interval Fund-Series-I-Institutional Plan-Growth Option,7916.18,0,April - June 2012
105885,Reliance Interval Fund-Quarterly Interval Fund-Series-III- Dividend Option,4639.10,0,April - June 2012
105884,Reliance Interval Fund-Quarterly Interval Fund-Series-III- Growth Option,3430.09,0,April - June 2012
105883,Reliance Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Dividend Option,19824.08,0,April - June 2012
105882,Reliance Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Growth Option,8022.69,0,April - June 2012
100849,Reliance Liquid Fund-Cash Plan-Daily Dividend Reinvestment Option,24340.93,0,April - June 2012
100845,Reliance Liquid Fund-Cash Plan-Growth Plan,43262.07,0,April - June 2012
114251,Reliance Liquid Fund-Cash Plan-Monthly Dividend Plan,273.18,0,April - June 2012
114252,Reliance Liquid Fund-Cash Plan-Quarterly Dividend Plan,29.43,0,April - June 2012
100848,Reliance Liquid Fund-Cash Plan-Weekly Dividend Reinvestment Option,3164.08,0,April - June 2012
100852,Reliance Liquid Fund-Treasury Plan -Daily Dividend Reinvestment Option,364850.15,0,April - June 2012
100851,Reliance Liquid Fund-Treasury Plan -Growth Plan,448874.98,0,April - June 2012
100855,Reliance Liquid Fund-Treasury Plan -Monthly Dividend Plan,585.83,0,April - June 2012
100853,Reliance Liquid Fund-Treasury Plan -Weekly Dividend Reinvestment Option,7532.01,0,April - June 2012
100842,Reliance Liquid Fund-Treasury Plan-Retail Option - Daily Dividend Reinvestmetn Option,25026.16,0,April - June 2012
100837,Reliance Liquid Fund-Treasury Plan-Retail Option - Growth Plan,43816.07,0,April - June 2012
100838,Reliance Liquid Fund-Treasury Plan-Retail Plan - Weekly Dividend Reinvestment Option,6989.44,0,April - June 2012
100843,Reliance Liquid Fund-Treasury Plan-Retail Plan Monthly Dividend Plan,3971.38,0,April - June 2012
100844,Reliance Liquid Fund-Treasury Plan-Retail Plan Quarterly Dividend Plan,75.82,0,April - June 2012
103050,Reliance Liquidity Fund-Dividend Plan-Daily Dividend Reinvestment Option,271867.25,0,April - June 2012
103051,Reliance Liquidity Fund-Dividend Plan-Weekly Dividend Reinvesment Option,11705.06,0,April - June 2012
103048,Reliance Liquidity Fund-Growth Plan-Growth Option,516158.83,0,April - June 2012
102753,Reliance Media & Entertainment Fund-Dividend Plan,2265.50,0,April - June 2012
102752,Reliance Media & Entertainment Fund-Growth Plan-Bonus Option,34.78,0,April - June 2012
102751,Reliance Media & Entertainment Fund-Growth Plan-Growth Option,3812.17,0,April - June 2012
100859,Reliance Medium Term Fund - Growth Plan - Bonus Option,62.73,0,April - June 2012
100856,Reliance Medium Term Fund - Growth Plan - Growth Option,70527.65,0,April - June 2012
100857,Reliance Medium Term Fund - Monthly Dividend Plan,16637.17,0,April - June 2012
100858,Reliance Medium Term Fund - Quarterly Dividend Plan,974.79,0,April - June 2012
109472,Reliance Medium Term Fund- Daily Dividend Reinvestment Plan,73664.94,0,April - June 2012
109473,Reliance Medium Term Fund- Weekly Dividend Plan,7828.36,0,April - June 2012
104638,Reliance Mid & Small Cap Fund -Dividend Plan,27926.03,0,April - June 2012
104637,Reliance Mid & Small Cap Fund -Growth Plan -Growth Option,74313.70,0,April - June 2012
111744,Reliance Money Manager Fund - Retail Plan - Daily Dividend Reinvestment Option,100431.83,0,April - June 2012
111748,Reliance Money Manager Fund - Retail Plan - Growth Plan - Growth Option,96925.23,0,April - June 2012
111743,Reliance Money Manager Fund - Retail Plan - Growth Plan -Bonus Option,27.70,0,April - June 2012
111751,Reliance Money Manager Fund - Retail Plan - Monthly Dividend Plan,12275.71,0,April - June 2012
111752,Reliance Money Manager Fund - Retail Plan - Quarterly Dividend Plan,838.25,0,April - June 2012
111745,Reliance Money Manager Fund - Retail Plan - Weekly Dividend Plan,41048.68,0,April - June 2012
111747,Reliance Money Manager Fund -Daily Dividend Reinvestment Option,235259.89,0,April - June 2012
111749,Reliance Money Manager Fund -Monthly Dividend Plan,6336.15,0,April - June 2012
111754,Reliance Money Manager Fund -Weekly Dividend Plan,41748.19,0,April - June 2012
111753,Reliance Money Manager Fund- Growth Plan - Growth Option,305791.44,0,April - June 2012
102172,Reliance Monthly Income Plan-Growth Plan,167230.62,0,April - June 2012
102173,Reliance Monthly Income Plan-Monthly Dividend Plan,136446.82,0,April - June 2012
102174,Reliance Monthly Income Plan-Quarterly Diviend Plan,58098.72,0,April - June 2012
107637,Reliance Natural Resources Fund-Dividend Plan-Dividend Option,29477.04,0,April - June 2012
107635,Reliance Natural Resources Fund-Growth Plan-Bonus Option,363.45,0,April - June 2012
107636,Reliance Natural Resources Fund-Growth Plan-Growth Option,137717.59,0,April - June 2012
102848,Reliance NRI Equity Fund-Dividend Plan,4486.05,0,April - June 2012
102847,Reliance NRI Equity Fund-Growth Plan-Bonus Option,38.35,0,April - June 2012
102846,Reliance NRI Equity Fund-Growth Plan-Growth Option,4600.74,0,April - June 2012
102433,Reliance Pharma Fund-Dividend Plan,25166.28,0,April - June 2012
102432,Reliance Pharma Fund-Growth Plan-Bonus Option,353.78,0,April - June 2012
102431,Reliance Pharma Fund-Growth Plan-Growth Option,32887.25,0,April - June 2012
108252,Reliance Quant Plus Fund -Dividend Plan,9439.32,0,April - June 2012
108249,Reliance Quant Plus Fund -Growth Plan - Growth Option,6091.21,0,April - June 2012
108258,Reliance Quant Plus Fund -Growth Plan -Bonus Option,10.36,0,April - June 2012
112937,Reliance Regular Savings Fund - Balanced Option - Dividend Plan,21276.22,0,April - June 2012
112936,Reliance Regular Savings Fund - Balanced Option - Growth Plan,35839.57,0,April - June 2012
112938,Reliance Regular Savings Fund - Debt Option - Growth Plan,107960.47,0,April - June 2012
112939,Reliance Regular Savings Fund - Debt Option - Institutional Growth Plan,19668.57,0,April - June 2012
112940,Reliance Regular Savings Fund - Debt Option - Institutional Quarterly Dividend Plan,2953.75,0,April - June 2012
112941,Reliance Regular Savings Fund - Debt Option - Quarterly Dividend Plan,48698.07,0,April - June 2012
103086,Reliance Regular Savings Fund-EQUITY OPTION-Dividend Plan,50922.16,0,April - June 2012
103085,Reliance Regular Savings Fund-EQUITY OPTION-Growth Plan,228302.23,0,April - June 2012
101667,Reliance Short Term Fund- Monthly Dividend Plan,39109.94,0,April - June 2012
101665,Reliance Short Term Fund-Growth Plan,102482.57,0,April - June 2012
101669,Reliance Short Term Fund-Quarterly Dividend Plan,5274.82,0,April - June 2012
113179,Reliance Small Cap Fund - Dividend Plan,11676.57,0,April - June 2012
113178,Reliance Small Cap Fund - Growth Plan - Bonus Option,116.57,0,April - June 2012
113177,Reliance Small Cap Fund - Growth Plan - Growth Option,30569.71,0,April - June 2012
103197,Reliance Tax Saver (ELSS) Fund-Dividend Plan-Dividend Payout Option,76442.69,0,April - June 2012
103196,Reliance Tax Saver (ELSS) Fund-Growth Plan-Growth Option,120540.55,0,April - June 2012
106236,Reliance Top 200 Fund- Dividend Plan,23220.58,0,April - June 2012
106235,Reliance Top 200 Fund- Growth Plan -Growth Option,56390.21,0,April - June 2012
106240,Reliance Top 200 Fund- Growth Plan Bonus Option,168.85,0,April - June 2012
106239,Reliance Top 200 Fund-Institutional Plan Dividend Option,420.89,0,April - June 2012
106238,Reliance Top 200 Fund-Institutional Plan Growth Plan Bonus Option,663.22,0,April - June 2012
106256,Reliance Vision Fund Institutional Plan Growth Plan Growth Option,328.53,0,April - June 2012
100378,Reliance Vision Fund-DIVIDEND PLAN-D,87904.36,0,April - June 2012
100379,Reliance Vision Fund-GROWTH PLAN-Bonus Option,3044.83,0,April - June 2012
100380,Reliance Vision Fund-GROWTH PLAN-Growth Option,119542.74,0,April - June 2012
114843,Reliance Dual Advantage Fixed Tenure Fund - I - Plan I - Dividend Payout Option,520.76,0,April - June 2012
114842,Reliance Dual Advantage Fixed Tenure Fund - I - Plan I - Growth Option,2271.71,0,April - June 2012
114845,Reliance Dual Advantage Fixed Tenure Fund - I - Plan J - Dividend Payout Option Option,2699.71,0,April - June 2012
114844,Reliance Dual Advantage Fixed Tenure Fund - I - Plan J - Growth Option,4821.71,0,April - June 2012
114847,Reliance Dual Advantage Fixed Tenure Fund - I - Plan K - Dividend Payout Option,1524.55,0,April - June 2012
114846,Reliance Dual Advantage Fixed Tenure Fund - I - Plan K - Growth Option,9361.58,0,April - June 2012
114849,Reliance Dual Advantage Fixed Tenure Fund - I - Plan L - Dividend Payout Option,1134.94,0,April - June 2012
114848,Reliance Dual Advantage Fixed Tenure Fund - I - Plan L - Growth Option,2352.49,0,April - June 2012
116671,Reliance Dual Advantage Fixed Tenure Fund - II - Plan A - Dividend Payout Option,4027.82,0,April - June 2012
116670,Reliance Dual Advantage Fixed Tenure Fund - II - Plan A - Growth Option,12407.02,0,April - June 2012
112914,Reliance Dual Advantage Fixed Tenure Fund - Plan A - Dividend Payout option,8109.78,0,April - June 2012
112913,Reliance Dual Advantage Fixed Tenure Fund - Plan A - Growth option,42050.50,0,April - June 2012
113353,Reliance Dual Advantage Fixed Tenure Fund - Plan B - Dividend Payout Option,4761.66,0,April - June 2012
113352,Reliance Dual Advantage Fixed Tenure Fund - Plan B - Growth Option,16939.49,0,April - June 2012
113344,Reliance Dual Advantage Fixed Tenure Fund - Plan I - Dividend Payout Option,989.74,0,April - June 2012
113343,Reliance Dual Advantage Fixed Tenure Fund - Plan I - Growth Option,9200.45,0,April - June 2012
116933,Reliance Dual Advantage Fixed Tenure Fund II - Plan B - Dividend Payout Option,6863.70,0,April - June 2012
117222,Reliance Dual Advantage Fixed Tenure Fund II - Plan C - Dividend Payout Option,1983.58,0,April - June 2012
117223,Reliance Dual Advantage Fixed Tenure Fund II - Plan C - Growth Option,7700.65,0,April - June 2012
117340,Reliance Dual Advantage Fixed Tenure Fund II - Plan G - Dividend Payout Option,1166.23,0,April - June 2012
117339,Reliance Dual Advantage Fixed Tenure Fund II - Plan G - Growth Option,3900.18,0,April - June 2012
116932,Reliance Dual Advantge Fixed Tenure Fund II - Plan B - Growth Option,24838.94,0,April - June 2012
107900,Reliance Equity Linked Saving Fund - Series I - Dividend Plan,3633.99,0,April - June 2012
107901,Reliance Equity Linked Saving Fund - Series I - Growth Plan,9830.59,0,April - June 2012
112917,Reliance Fixed Horizon Fund - XIV - Series 10 - Dividend Payout Option,2211.05,0,April - June 2012
112918,Reliance Fixed Horizon Fund - XIV - Series 10 - Growth Option,0.37,0,April - June 2012
112857,Reliance Fixed Horizon Fund - XIV - Series 7 - Dividend Payout Option,889.69,0,April - June 2012
112806,Reliance Fixed Horizon Fund - XIV - Series 7 - Growth Option,13526.20,0,April - June 2012
112894,Reliance Fixed Horizon Fund - XIV - Series 9 - Dividend Payout Option,260.93,0,April - June 2012
112866,Reliance Fixed Horizon Fund - XIV - Series 9 - Growth Option,3870.94,0,April - June 2012
114880,Reliance Fixed Horizon Fund - XIX - Series 10 - Dividend Payout Option,48.33,0,April - June 2012
114879,Reliance Fixed Horizon Fund - XIX - Series 10 - Growth Option,1034.99,0,April - June 2012
115121,Reliance Fixed Horizon Fund - XIX - Series 12 - Dividend payout Option,608.16,0,April - June 2012
115120,Reliance Fixed Horizon Fund - XIX - Series 12 - Growth Option,3003.61,0,April - June 2012
114882,Reliance Fixed Horizon Fund - XIX - Series 13 - Dividend Payout Option,549.66,0,April - June 2012
114881,Reliance Fixed Horizon Fund - XIX - Series 13 - Growth Option,19102.41,0,April - June 2012
115111,Reliance Fixed Horizon Fund - XIX - Series 19 - Dividend payout Option,712.31,0,April - June 2012
115110,Reliance Fixed Horizon Fund - XIX - Series 19 - Growth Option,12095.33,0,April - June 2012
115231,Reliance Fixed Horizon Fund - XIX - Series 20 - Dividend payout Option,1279.08,0,April - June 2012
115232,Reliance Fixed Horizon Fund - XIX - Series 20 - Growth Option,18650.98,0,April - June 2012
115378,Reliance Fixed Horizon Fund - XIX - Series 21 - Dividend Payout Option,915.56,0,April - June 2012
115377,Reliance Fixed Horizon Fund - XIX - Series 21 - Growth Option,15708.58,0,April - June 2012
115563,Reliance Fixed Horizon Fund - XIX - Series 22 - Dividend Payout Option,520.53,0,April - June 2012
115562,Reliance Fixed Horizon Fund - XIX - Series 22 - Growth Option,3698.41,0,April - June 2012
115149,Reliance Fixed Horizon Fund - XIX - Series 4 - Dividend Payout Option,2783.52,0,April - June 2012
115150,Reliance Fixed Horizon Fund - XIX - Series 4 - Growth Option,8384.71,0,April - June 2012
115230,Reliance Fixed Horizon Fund - XIX - Series 5 - Dividend payout Option,3485.71,0,April - June 2012
115229,Reliance Fixed Horizon Fund - XIX - Series 5 - Growth Option,13014.59,0,April - June 2012
114739,Reliance Fixed Horizon Fund - XIX - Series 7 - Dividend Payout Option,427.23,0,April - June 2012
114738,Reliance FIxed Horizon Fund - XIX - Series 7 - Growth Option,14658.53,0,April - June 2012
114440,Reliance Fixed Horizon Fund - XVII - Series 13 - Dividend Payout Option,278.88,0,April - June 2012
114441,Reliance Fixed Horizon Fund - XVII - Series 13 - Growth Option,6304.96,0,April - June 2012
114496,Reliance Fixed Horizon Fund - XVII - Series 7 - Dividend Payout Option,601.46,0,April - June 2012
114497,Reliance Fixed Horizon Fund - XVII - Series 7 - Growth Option,13084.07,0,April - June 2012
115690,Reliance Fixed Horizon Fund - XX - Series 11 - Dividend Payout Option,3454.62,0,April - June 2012
115691,Reliance Fixed Horizon Fund - XX - Series 11 - Growth Option,8340.82,0,April - June 2012
115798,Reliance Fixed Horizon Fund - XX - Series 12 - Dividend Option,1050.47,0,April - June 2012
115797,Reliance Fixed Horizon Fund - XX - Series 12 - Growth Option,6652.85,0,April - June 2012
115800,Reliance Fixed Horizon Fund - XX - Series 13 - Dividend Payout Option,4310.63,0,April - June 2012
115799,Reliance Fixed Horizon Fund - XX - Series 13 - Growth Option,12195.96,0,April - June 2012
115909,Reliance Fixed Horizon Fund - XX - Series 14 - Dividend Payout Option,1089.77,0,April - June 2012
115908,Reliance Fixed Horizon Fund - XX - Series 14 - Growth Option,4185.51,0,April - June 2012
115907,Reliance Fixed Horizon Fund - XX - Series 15 - Dividend Payout Option,869.84,0,April - June 2012
115906,Reliance Fixed Horizon Fund - XX - Series 15 - Growth Option,4005.48,0,April - June 2012
115326,Reliance Fixed Horizon Fund - XX - Series 19 - Dividend payout Option,190.14,0,April - June 2012
115327,Reliance Fixed Horizon Fund - XX - Series 19 - Growth Option,3803.96,0,April - June 2012
115381,Reliance Fixed Horizon Fund - XX - Series 20 - Dividend Payout Option,148.27,0,April - June 2012
115382,Reliance Fixed Horizon Fund - XX - Series 20 - Growth Option,193.25,0,April - June 2012
115374,Reliance Fixed Horizon Fund - XX - Series 21 - Dividend Payout Option,1249.31,0,April - June 2012
115373,Reliance Fixed Horizon Fund - XX - Series 21 - Growth Option,12195.41,0,April - June 2012
115504,Reliance Fixed Horizon Fund - XX - Series 22 - Dividend Payout Option,1710.97,0,April - June 2012
115503,Reliance Fixed Horizon Fund - XX - Series 22 - Growth Option,23179.97,0,April - June 2012
115567,Reliance Fixed Horizon Fund - XX - Series 23 - Dividend Payout Option,3687.86,0,April - June 2012
115566,Reliance Fixed Horizon Fund - XX - Series 23 - Growth Option,13825.43,0,April - June 2012
115647,Reliance Fixed Horizon Fund - XX - Series 24 - Dividend Payout Option,5228.80,0,April - June 2012
115648,Reliance Fixed Horizon Fund - XX - Series 24 - Growth Option,16971.68,0,April - June 2012
115762,Reliance Fixed Horizon Fund - XX - Series 31 - Dividend Payout Option,1200.74,0,April - June 2012
115761,Reliance Fixed Horizon Fund - XX - Series 31 - Growth Option,17435.85,0,April - June 2012
115896,Reliance Fixed Horizon Fund - XX - Series 32 - Dividend Payout Option,649.79,0,April - June 2012
115895,Reliance Fixed Horizon Fund - XX - Series 32-Growth Option,10679.93,0,April - June 2012
116068,Reliance Fixed Horizon Fund - XXI - Series 13 - Dividend Payout Option,1241.72,0,April - June 2012
116067,Reliance Fixed Horizon Fund - XXI - Series 13 - Growth Option,27595.61,0,April - June 2012
116117,Reliance Fixed Horizon Fund - XXI - Series 15 - Dividend Payout Option,1254.82,0,April - June 2012
116118,Reliance Fixed Horizon Fund - XXI - Series 15 - Growth Option,7816.91,0,April - June 2012
116150,Reliance Fixed Horizon Fund - XXI - Series 16 - Dividend Payout Option,1918.86,0,April - June 2012
116149,Reliance Fixed Horizon Fund - XXI - Series 16 - Growth Option,29120.20,0,April - June 2012
116884,Reliance Fixed Horizon Fund - XXI - Series 18 - Dividend Payout Option,180.81,0,April - June 2012
116883,Reliance Fixed Horizon Fund - XXI - Series 18 - Growth Option,82579.00,0,April - June 2012
116198,Reliance Fixed Horizon Fund - XXI - Series 2 - Dividend Payout Option,2032.44,0,April - June 2012
116197,Reliance Fixed Horizon Fund - XXI - Series 2 - Growth Option,45276.06,0,April - June 2012
116257,Reliance Fixed Horizon Fund - XXI - Series 20 - Dividend Payout Option,319.53,0,April - June 2012
116256,Reliance Fixed Horizon Fund - XXI - Series 20 - Growth Option,8374.95,0,April - June 2012
116290,Reliance Fixed Horizon Fund - XXI - Series 21 - Dividend Payout Option,528.55,0,April - June 2012
116291,Reliance Fixed Horizon Fund - XXI - Series 21 - Growth Option,2116.89,0,April - June 2012
116069,Reliance Fixed Horizon Fund - XXI - Series 25 - Dividend Payout Option,1752.18,0,April - June 2012
116070,Reliance Fixed Horizon Fund - XXI - Series 25 - Growth Option,18328.16,0,April - June 2012
117225,Reliance Fixed Horizon Fund - XXI - Series 26 - Dividend Payout Option,799.24,0,April - June 2012
117224,Reliance Fixed Horizon Fund - XXI - Series 26 - Growth Option,8213.15,0,April - June 2012
116185,Reliance Fixed Horizon Fund - XXI - Series 29 - Dividend Payout Option,461.82,0,April - June 2012
116184,Reliance Fixed Horizon Fund - XXI - Series 29 - Growth Option,7808.05,0,April - June 2012
116661,Reliance Fixed Horizon Fund - XXI - Series 30 - Dividend Payout Option,928.99,0,April - June 2012
116481,Reliance Fixed Horizon Fund - XXI - Series 5 - Dividend Payout Option,10293.96,0,April - June 2012
116482,Reliance Fixed Horizon Fund - XXI - Series 5 - Growth Option,139898.05,0,April - June 2012
116479,Reliance Fixed Horizon Fund - XXI - Series 6 - Dividend Payout Option,1577.18,0,April - June 2012
116480,Reliance Fixed Horizon Fund - XXI - Series 6 - Growth Option,89077.35,0,April - June 2012
116577,Reliance Fixed Horizon Fund - XXI - Series 7 - Dividend Payout Option,1271.99,0,April - June 2012
116694,Reliance Fixed Horizon Fund - XXI - Series 8 - Dividend Payout Option,782.26,0,April - June 2012
116693,Reliance Fixed Horizon Fund - XXI - Series 8 - Growth Option,22857.89,0,April - June 2012
116827,Reliance Fixed Horizon Fund - XXI - Series 9 - Dividend Payout Option,2108.64,0,April - June 2012
116826,Reliance Fixed Horizon Fund - XXI - Series 9 - Growth Option,50692.19,0,April - June 2012
117131,Reliance Fixed Horizon Fund - XXII - Series 1 - Dividend Payout Option,4059.48,0,April - June 2012
117130,Reliance Fixed Horizon Fund - XXII - Series 1 - Growth Option,2161.95,0,April - June 2012
117533,Reliance Fixed Horizon Fund - XXII - Series 10 - Dividend Payout Option,220.85,0,April - June 2012
117532,Reliance Fixed Horizon Fund - XXII - Series 10 - Growth Option,1398.70,0,April - June 2012
117535,Reliance Fixed Horizon Fund - XXII - Series 11 - Dividend Payout Option,53.66,0,April - June 2012
117534,Reliance Fixed Horizon Fund - XXII - Series 11 - Growth Option,1469.12,0,April - June 2012
117536,Reliance Fixed Horizon Fund - XXII - Series 12 - Dividend Payout Option,160.26,0,April - June 2012
117537,Reliance Fixed Horizon Fund - XXII - Series 12 - Growth Option,211.69,0,April - June 2012
117186,Reliance Fixed Horizon Fund - XXII - Series 2 - Dividend Payout Option,179.66,0,April - June 2012
117185,Reliance Fixed Horizon Fund - XXII - Series 2 - Growth Option,15003.98,0,April - June 2012
117237,Reliance Fixed Horizon Fund - XXII - Series 3 - Dividend Payout Option,3179.58,0,April - June 2012
117236,Reliance Fixed Horizon Fund - XXII - Series 3 - Growth Option,2908.44,0,April - June 2012
117249,Reliance Fixed Horizon Fund - XXII - Series 4 - Dividend Payout Option,67.12,0,April - June 2012
117404,Reliance Fixed Horizon Fund - XXII - Series 5 - Dividend Payout Option,2300.47,0,April - June 2012
