id,scheme,Aum-Domestic,Aum-Foreign,Timeline Quarter
116795,Aditya Birla Sun Life Gold Fund-Dividend,0,539.97,April - June 2012
116796,Aditya Birla Sun Life Gold Fund-Growth,0,3350.43,April - June 2012
103190,Aditya Birla Sun Life Government Securities Fund - Short Term Plan - Growth - Regular Plan,122.73,0,April - June 2012
110515,Aditya Birla Sun Life Government Seurities Fund - Short Term Plan - Daily Dividend - Regular Plan,30.61,0,April - June 2012
111777,Aditya Birla Sun Life Income Plus (Discipline Advantage Plan),1.64,0,April - June 2012
100038,Aditya Birla Sun Life Income Plus - Growth - Regular Plan,35896.04,0,April - June 2012
100037,Aditya Birla Sun Life Income Plus - Quarterly Dividend - Regular Plan,15646.78,0,April - June 2012
101313,Aditya Birla Sun Life Index Fund - Dividend - Regular Plan,1032.67,0,April - June 2012
101314,Aditya Birla Sun Life Index Fund - Growth - Regular Plan,1254.99,0,April - June 2012
103110,Aditya Birla Sun Life India Gennext Fund-Dividend Option,5025.46,0,April - June 2012
103111,Aditya Birla Sun Life India Gennext Fund-Growth Option,4251.72,0,April - June 2012
100065,Aditya Birla Sun Life India Opportunities Fund - Dividend - Regular Plan,2865.23,0,April - June 2012
100066,Aditya Birla Sun Life India Opportunities Fund - Growth - Regular Plan,1338.30,0,April - June 2012
112922,Aditya Birla Sun Life India Reforms Fund-DIVIDEND,2860.79,0,April - June 2012
112921,Aditya Birla Sun Life India Reforms Fund-GROWTH,4065.96,0,April - June 2012
103475,Aditya Birla Sun Life Infrastructure Fund-Dividend,18804.25,0,April - June 2012
103476,Aditya Birla Sun Life Infrastructure Fund-Growth,20092.16,0,April - June 2012
106872,Aditya Birla Sun Life International Equity Fund - Plan A - Dividend - Regular Plan,2118.40,0,April - June 2012
106873,Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Regular Plan,4740.53,0,April - June 2012
106875,Aditya Birla Sun Life International Equity Fund - Plan B - Dividend - Regular Plan,7673.12,0,April - June 2012
106876,Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Regular Plan,15654.33,0,April - June 2012
104339,Aditya Birla Sun Life Long Term Fund- Growth Option,8106.72,0,April - June 2012
104338,Aditya Birla Sun Life Long Term Fund-Dividend Option,7997.95,0,April - June 2012
111812,Aditya Birla Sun Life Medium Term Plan - Dividend - Regular Plan,761.96,0,April - June 2012
111803,Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan,3201.02,0,April - June 2012
111811,Aditya Birla Sun Life Medium Term Plan - Half Yearly Dividend - Regular Plan,455.68,0,April - June 2012
111813,Aditya Birla Sun Life Medium Term Plan - Institutional - Dividend Plan,237.21,0,April - June 2012
111804,Aditya Birla Sun Life Medium Term Plan - Institutional - Growth Plan,2402.09,0,April - June 2012
111816,Aditya Birla Sun Life Medium Term Plan - Institutional - Half Yearly Dividend Plan,75.06,0,April - June 2012
111810,Aditya Birla Sun Life Medium Term Plan - Institutional - Quarterly Dividend Plan,5.59,0,April - June 2012
111809,Aditya Birla Sun Life Medium Term Plan - Quarterly Dividend - Regular Plan,457.01,0,April - June 2012
101591,Aditya Birla Sun Life MIDCAP Fund-Dividend,44218.86,0,April - June 2012
101592,Aditya Birla Sun Life MIDCAP Fund-Growth,81531.05,0,April - June 2012
100971,Aditya Birla Sun Life MIP - Regular Plan - Monthly Dividend,6256.58,0,April - June 2012
100972,Aditya Birla Sun Life MIP - Regular Plan - Monthly Payment,7707.14,0,April - June 2012
101711,Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Dividend - Regular Plan,17549.68,0,April - June 2012
101712,Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Growth /Payment,14792.15,0,April - June 2012
101816,Aditya Birla Sun Life MIP II - Wealth 25 Plan - Monthly Dividend - Regular Plan,10039.87,0,April - June 2012
100063,Aditya Birla Sun Life MNC Fund - Dividend - Regular Plan,22079.58,0,April - June 2012
100064,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,7005.80,0,April - June 2012
103184,Aditya Birla Sun Life Monthly Income - Dividend - Regular Plan,12403.74,0,April - June 2012
103185,Aditya Birla Sun Life Monthly Income - Growth - Regular Plan,22484.17,0,April - June 2012
103186,Aditya Birla Sun Life Monthly Income - Quarterly Dividend - Regular Plan,9115.16,0,April - June 2012
103167,Aditya Birla Sun Life New Millenium Fund - Dividend - Regular Plan,2432.86,0,April - June 2012
103168,Aditya Birla Sun Life New Millenium Fund - Growth - Regular Plan,2297.57,0,April - June 2012
115512,Aditya Birla Sun Life Nifty ETF,299.83,0,April - June 2012
108166,Aditya Birla Sun Life Pure Value Fund - Dividend Option,1621.68,0,April - June 2012
108167,Aditya Birla Sun Life Pure Value Fund - Growth Option,4183.08,0,April - June 2012
105888,Aditya Birla Sun Life Savings Fund - Daily Dividend - Regular Plan,208687.69,0,April - June 2012
112016,Aditya Birla Sun Life Savings Fund - Discipline Advantage Plan,6.10,0,April - June 2012
101317,Aditya Birla Sun Life Savings Fund - Growth - Regular Plan,131770.18,0,April - June 2012
105887,Aditya Birla Sun Life Savings Fund - Weekly Dividend - Regular Plan,29091.91,0,April - June 2012
105881,Aditya Birla Sun Life Savings Fund-Retail - Weekly Dividend,20575.82,0,April - June 2012
109108,Aditya Birla Sun Life Savings Fund-Retail Daily Dividend,27241.06,0,April - June 2012
101316,Aditya Birla Sun Life Savings Fund-Retail Growth,18126.69,0,April - June 2012
111780,Aditya Birla Sun Life Short Term Fund - Discipline Advantage Plan,3.21,0,April - June 2012
103178,Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan,20044.14,0,April - June 2012
103183,Aditya Birla Sun Life Short Term Fund - Monthly Dividend - Regular Plan,54183.26,0,April - June 2012
101843,Aditya Birla Sun Life Short Term Opportunities Fund - Dividend - Regular Plan,1834.91,0,April - June 2012
101844,Aditya Birla Sun Life Short Term Opportunities Fund - Growth - Regular Plan,1825.85,0,April - June 2012
112356,Aditya Birla Sun Life Short Term Opportunities Fund - Quarterly Dividend - Regular Plan,1750.70,0,April - June 2012
109216,Aditya Birla Sun Life Short Term Opportunities Fund-Institutional Dividend Plan,327.77,0,April - June 2012
109213,Aditya Birla Sun Life Short Term Opportunities Fund-Institutional Growth Plan,283.27,0,April - June 2012
105805,Aditya Birla Sun Life Small & Midcap Fund - DIVIDEND,5068.66,0,April - June 2012
105804,Aditya Birla Sun Life Small & Midcap Fund - GROWTH,6979.78,0,April - June 2012
107505,Aditya Birla Sun Life Special Situations Fund - Dividend,4950.50,0,April - June 2012
107504,Aditya Birla Sun Life Special Situations Fund - Growth,12084.40,0,April - June 2012
100067,Aditya Birla Sun Life Tax Plan - Regular Plan - Dividend Option,7728.08,0,April - June 2012
104331,Aditya Birla Sun Life Tax Plan - Regular Plan - Growth Option,4402.89,0,April - June 2012
103164,Aditya Birla Sun Life Tax Relief '96 - Dividend Option,73966.77,0,April - June 2012
107745,Aditya Birla Sun Life Tax Relief '96 - Growth Option,60974.95,0,April - June 2012
103308,Aditya Birla Sun Life Top 100 Fund -Dividend Option,12672.51,0,April - June 2012
103309,Aditya Birla Sun Life Top 100 Fund -Growth Option,15605.53,0,April - June 2012
112015,Aditya Birla Sun Life Treasury Optimizer Plan - Discipline Advantage Plan - Growth,0.68,0,April - June 2012
108272,Aditya Birla Sun Life Treasury Optimizer Plan - Regular Plan-Dividend,781.28,0,April - June 2012
108273,Aditya Birla Sun Life Treasury Optimizer Plan - Regular Plan-Growth,3470.23,0,April - June 2012
110282,Aditya Birla Sun Life Treasury Optimizer Plan - Regular Plan-Monthly Dividend,41338.09,0,April - June 2012
108274,Aditya Birla Sun Life Treasury Optimizer Plan - Regular Plan-Quarterly Dividend,2850.32,0,April - June 2012
103176,Aditya Birla Sun Life Treasury Optimizer Plan - Retail Plan-Growth,5866.97,0,April - June 2012
110490,Aditya Birla Sun Life Treasury Optimizer Plan - Retail Plan-Monthly Dividend,7198.47,0,April - June 2012
106157,Aditya Birla Sun Life Treasury Optimizer Plan - Retail Plan-Quarterly Dividend,6406.03,0,April - June 2012
106271,BIRLA SUN LIFE CAPITAL PROTECTION ORIENTED FUND-5 YRS-DIVIDEND,610.74,0,April - June 2012
106272,BIRLA SUN LIFE CAPITAL PROTECTION ORIENTED FUND-5 YRS-GROWTH,824.43,0,April - June 2012
113428,Birla Sun Life Floating Rate - Long Term - Daily Dividend,14064.14,0,April - June 2012
111808,Birla Sun Life Floating Rate - Long Term - Growth,6101.67,0,April - June 2012
101969,Birla Sun Life Floating Rate - Long Term - Retail - Growth,8181.73,0,April - June 2012
111807,Birla Sun Life Floating Rate - Long Term - Weekly Dividend,1096.49,0,April - June 2012
105614,Birla Sun Life Floating Rate Fund-Long Term - Retail Plan-Weekly Dividend,7670.37,0,April - June 2012
101817,Birla Sun Life MIP II - Wealth 25 Plan - Regular Plan - Monthly Payment,11270.14,0,April - June 2012
111352,Bsl Comm Eq Fund-Global Multi Comm Plan - Dividend,622.10,0,April - June 2012
111353,Bsl Comm Eq Fund-Global Multi Comm Plan - Growth,577.54,0,April - June 2012
111344,Bsl Comm Eq Fund-Global Prec Metals Plan - Dividend,113.45,0,April - June 2012
111346,Bsl Comm Eq Fund-Global Prec Metals Plan - Growth,367.04,0,April - June 2012
116893,Aditya Birla Sun Life Capital Protection Oriented Fund-Series 9-Growth,6071.61,0,April - June 2012
116499,Aditya Birla Sun Life Fixed Term Plan-Series EN-Dividend,365.68,0,April - June 2012
116500,Aditya Birla Sun Life Fixed Term Plan-Series EN-Growth,8625.47,0,April - June 2012
116814,Aditya Birla Sun Life Fixed Term Plan-Series ER-Dividend,352.52,0,April - June 2012
116815,Aditya Birla Sun Life Fixed Term Plan-Series ER-Growth,12595.29,0,April - June 2012
117264,Aditya Birla Sun Life Fixed Term Plan-Series FE-Dividend,170.46,0,April - June 2012
117265,Aditya Birla Sun Life Fixed Term Plan-Series FE-Growth,6442.78,0,April - June 2012
106411,Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Dividend - Regular Plan,3325.85,0,April - June 2012
106412,Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Growth - Regular Plan,667.06,0,April - June 2012
106413,Aditya Birla Sun Life Interval Income Fund - Quarterly Series I- Institutional Dividend,12496.16,0,April - June 2012
106414,Aditya Birla Sun Life Interval Income Fund - Quarterly Series I- Institutional Growth,1717.09,0,April - June 2012
107308,Aditya Birla Sun Life Quarterly Interval Fund - Series 4 DIVIDEND,16438.04,0,April - June 2012
107307,Aditya Birla Sun Life Quarterly Interval Fund - Series 4 GROWTH,1742.59,0,April - June 2012
112892,Birla Sun Life Capital Protection Oriented Fund - Series 2 - Growth,40013.67,0,April - June 2012
114735,Birla Sun Life Capital Protection Oriented Fund - Series 5 - Growth,10107.22,0,April - June 2012
112379,Birla Sun Life Capital Protection Oriented Fund-Series 1-GROWTH,70634.25,0,April - June 2012
114469,Birla Sun Life Capital Protection Oriented Fund-Series 3-Growth,25011.83,0,April - June 2012
114470,Birla Sun Life Capital Protection Oriented Fund-Series 4-Growth,7878.23,0,April - June 2012
115226,Birla Sun Life Capital Protection Oriented Fund-Series 6-Growth,9961.06,0,April - June 2012
115707,Birla Sun Life Capital Protection Oriented Fund-Series 7-Growth,10427.12,0,April - June 2012
116188,Birla Sun Life Capital Protection Oriented Fund-Series 8-Growth,5871.35,0,April - June 2012
115028,Birla Sun Life Fixed Term Plan - Series CX - Dividend,10.66,0,April - June 2012
115029,Birla Sun Life Fixed Term Plan - Series CX - Growth,1370.70,0,April - June 2012
115123,Birla Sun Life Fixed Term Plan - Series CY - Dividend,1872.60,0,April - June 2012
115124,Birla Sun Life Fixed Term Plan - Series CY - Growth,6893.70,0,April - June 2012
115125,Birla Sun Life Fixed Term Plan - Series CZ - Dividend,372.66,0,April - June 2012
115126,Birla Sun Life Fixed Term Plan - Series CZ - Growth,3472.35,0,April - June 2012
115146,Birla Sun Life Fixed Term Plan - Series DA - Dividend,105.33,0,April - June 2012
115145,Birla Sun Life Fixed Term Plan - Series DA - Growth,2016.09,0,April - June 2012
115164,Birla Sun Life Fixed Term Plan - Series DB - Dividend,7142.95,0,April - June 2012
115583,Birla Sun Life Fixed Term Plan - Series DF,5874.91,0,April - June 2012
117276,Birla Sun Life Fixed Term Plan - Series FI-Dividend,908.64,0,April - June 2012
117436,Birla Sun Life Fixed Term Plan - Series FL - Dividend,179.34,0,April - June 2012
117437,Birla Sun Life Fixed Term Plan - Series FL - Growth,2376.44,0,April - June 2012
117438,Birla Sun Life Fixed Term Plan - Series FM - Dividend,2923.92,0,April - June 2012
117439,Birla Sun Life Fixed Term Plan - Series FM - Growth,5516.90,0,April - June 2012
112138,Birla Sun Life Fixed Term Plan Series BV - Growth,2868.53,0,April - June 2012
115165,Birla Sun Life Fixed Term Plan-Series DB-Growth,20828.65,0,April - June 2012
115233,Birla Sun Life Fixed Term Plan-Series DC-Dividend,1912.76,0,April - June 2012
115234,Birla Sun Life Fixed Term Plan-Series DC-Growth,6596.27,0,April - June 2012
115295,Birla Sun Life Fixed Term Plan-Series DD-Dividend,7484.07,0,April - June 2012
115296,Birla Sun Life Fixed Term Plan-Series DD-Growth,22859.79,0,April - June 2012
115556,Birla Sun Life Fixed Term Plan-Series DE-Dividend,9714.11,0,April - June 2012
115557,Birla Sun Life Fixed Term Plan-Series DE-Growth,45684.28,0,April - June 2012
115584,Birla Sun Life Fixed Term Plan-Series DG-Dividend,651.95,0,April - June 2012
115585,Birla Sun Life Fixed Term Plan-Series DG-Growth,2164.54,0,April - June 2012
115594,Birla Sun Life Fixed Term Plan-Series DH-Dividend,4558.08,0,April - June 2012
115595,Birla Sun Life Fixed Term Plan-Series DH-Growth,9015.03,0,April - June 2012
115602,Birla Sun Life Fixed Term Plan-Series DI-Dividend,513.81,0,April - June 2012
115603,Birla Sun Life Fixed Term Plan-Series DI-Growth,1756.90,0,April - June 2012
115637,Birla Sun Life Fixed Term Plan-Series DJ-Dividend,1190.73,0,April - June 2012
115638,Birla Sun Life Fixed Term Plan-Series DJ-Growth,2481.96,0,April - June 2012
115644,Birla Sun Life Fixed Term Plan-Series DK-Dividend,301.63,0,April - June 2012
115643,Birla Sun Life Fixed Term Plan-Series DK-Growth,2082.02,0,April - June 2012
115801,Birla Sun Life Fixed Term Plan-Series DL-Dividend,862.74,0,April - June 2012
115802,Birla Sun Life Fixed Term Plan-Series DL-Growth,20412.89,0,April - June 2012
115803,Birla Sun Life Fixed Term Plan-Series DM,18576.28,0,April - June 2012
115841,Birla Sun Life Fixed Term Plan-Series DN-Dividend,1204.16,0,April - June 2012
115842,Birla Sun Life Fixed Term Plan-Series DN-Growth,34527.97,0,April - June 2012
115876,Birla Sun Life Fixed Term Plan-Series DO-Dividend,3679.26,0,April - June 2012
115875,Birla Sun Life Fixed Term Plan-Series DO-Growth,25006.85,0,April - June 2012
115878,Birla Sun Life Fixed Term Plan-Series DP-Dividend,412.82,0,April - June 2012
115877,Birla Sun Life Fixed Term Plan-Series DP-Growth,20265.50,0,April - June 2012
115921,Birla Sun Life Fixed Term Plan-Series DQ-Dividend,1163.80,0,April - June 2012
115922,Birla Sun Life Fixed Term Plan-Series DQ-Growth,13975.38,0,April - June 2012
115982,Birla Sun Life Fixed Term Plan-Series DR,14624.00,0,April - June 2012
116033,Birla Sun Life Fixed Term Plan-Series DS-Dividend,1603.88,0,April - June 2012
116032,Birla Sun Life Fixed Term Plan-Series DS-Growth,22669.95,0,April - June 2012
116186,Birla Sun Life Fixed Term Plan-Series DT-Dividend,1015.70,0,April - June 2012
116187,Birla Sun Life Fixed Term Plan-Series DT-Growth,65891.34,0,April - June 2012
116228,Birla Sun Life Fixed Term Plan-Series DU-Dividend,765.56,0,April - June 2012
116229,Birla Sun Life Fixed Term Plan-Series DU-Growth,19191.74,0,April - June 2012
116230,Birla Sun Life Fixed Term Plan-Series DV-Dividend,182.25,0,April - June 2012
116231,Birla Sun Life Fixed Term Plan-Series DV-Growth,5369.48,0,April - June 2012
116258,Birla Sun Life Fixed Term Plan-Series DW-Dividend,563.27,0,April - June 2012
116259,Birla Sun Life Fixed Term Plan-Series DW-Growth,6250.38,0,April - June 2012
116261,Birla Sun Life Fixed Term Plan-Series DX-Dividend,648.64,0,April - June 2012
116260,Birla Sun Life Fixed Term Plan-Series DX-Growth,33957.05,0,April - June 2012
116315,Birla Sun Life Fixed Term Plan-Series DY-Dividend,444.10,0,April - June 2012
116314,Birla Sun Life Fixed Term Plan-Series DY-Growth,30425.88,0,April - June 2012
116316,Birla Sun Life Fixed Term Plan-Series DZ,2366.88,0,April - June 2012
116343,Birla Sun Life Fixed Term Plan-Series EA-Dividend,640.07,0,April - June 2012
116344,Birla Sun Life Fixed Term Plan-Series EA-Growth,8698.17,0,April - June 2012
116443,Birla Sun Life Fixed Term Plan-Series EB-Dividend,1505.84,0,April - June 2012
116444,Birla Sun Life Fixed Term Plan-Series EB-Growth,46942.58,0,April - June 2012
116445,Birla Sun Life Fixed Term Plan-Series EC-Dividend,251.11,0,April - June 2012
116446,Birla Sun Life Fixed Term Plan-Series EC-Growth,7808.73,0,April - June 2012
116447,Birla Sun Life Fixed Term Plan-Series ED-Dividend,178.01,0,April - June 2012
116448,Birla Sun Life Fixed Term Plan-Series ED-Growth,18811.30,0,April - June 2012
116498,Birla Sun Life Fixed Term Plan-Series EE-Dividend,2280.27,0,April - June 2012
116497,Birla Sun Life Fixed Term Plan-Series EE-Growth,30927.33,0,April - June 2012
116536,Birla Sun Life Fixed Term Plan-Series EF-Dividend,1124.56,0,April - June 2012
116535,Birla Sun Life Fixed Term Plan-Series EF-Growth,27134.51,0,April - June 2012
116563,Birla Sun Life Fixed Term Plan-Series EG-Dividend,664.67,0,April - June 2012
116564,Birla Sun Life Fixed Term Plan-Series EG-Growth,21241.10,0,April - June 2012
116566,Birla Sun Life Fixed Term Plan-Series EH-Dividend,676.86,0,April - June 2012
116567,Birla Sun Life Fixed Term Plan-Series EH-Growth,14920.46,0,April - June 2012
116627,Birla Sun Life Fixed Term Plan-Series EI-Dividend,805.29,0,April - June 2012
116626,Birla Sun Life Fixed Term Plan-Series EI-Growth,70306.00,0,April - June 2012
116629,Birla Sun Life Fixed Term Plan-Series EJ-Dividend,318.39,0,April - June 2012
116628,Birla Sun Life Fixed Term Plan-Series EJ-Growth,5748.50,0,April - June 2012
116654,Birla Sun Life Fixed Term Plan-Series EK-Dividend,805.38,0,April - June 2012
116655,Birla Sun Life Fixed Term Plan-Series EK-Growth,23812.73,0,April - June 2012
116730,Birla Sun Life Fixed Term Plan-Series EL-Dividend,41.36,0,April - June 2012
116729,Birla Sun Life Fixed Term Plan-Series EL-Growth,2778.61,0,April - June 2012
116732,Birla Sun Life Fixed Term Plan-Series EM-Dividend,1622.69,0,April - June 2012
116731,Birla Sun Life Fixed Term Plan-Series EM-Growth,41730.32,0,April - June 2012
116733,Birla Sun Life Fixed Term Plan-Series EO-Dividend,185.53,0,April - June 2012
116734,Birla Sun Life Fixed Term Plan-Series EO-Growth,2228.29,0,April - June 2012
116758,Birla Sun Life Fixed Term Plan-Series EP-Dividend,509.40,0,April - June 2012
116759,Birla Sun Life Fixed Term Plan-Series EP-Growth,10017.46,0,April - June 2012
116778,Birla Sun Life Fixed Term Plan-Series EQ-Dividend,856.92,0,April - June 2012
116779,Birla Sun Life Fixed Term Plan-Series EQ-Growth,12730.64,0,April - June 2012
116829,Birla Sun Life Fixed Term Plan-Series ES-Dividend,163.99,0,April - June 2012
116828,Birla Sun Life Fixed Term Plan-Series ES-Growth,66041.93,0,April - June 2012
116830,Birla Sun Life Fixed Term Plan-Series ET-Dividend,242.84,0,April - June 2012
116831,Birla Sun Life Fixed Term Plan-Series ET-Growth,10464.15,0,April - June 2012
116890,Birla Sun Life Fixed Term Plan-Series EU-Dividend,1102.82,0,April - June 2012
116889,Birla Sun Life Fixed Term Plan-Series EU-Growth,10417.06,0,April - June 2012
116917,Birla Sun Life Fixed Term Plan-Series EV-Dividend,1477.21,0,April - June 2012
116918,Birla Sun Life Fixed Term Plan-Series EV-Growth,71317.13,0,April - June 2012
117011,Birla Sun Life Fixed Term Plan-Series EW-Dividend,1664.72,0,April - June 2012
117012,Birla Sun Life Fixed Term Plan-Series EW-Growth,58225.51,0,April - June 2012
117014,Birla Sun Life Fixed Term Plan-Series EX-Dividend,328.78,0,April - June 2012
117013,Birla Sun Life Fixed Term Plan-Series EX-Growth,21551.82,0,April - June 2012
117015,Birla Sun Life Fixed Term Plan-Series EY-Dividend,56.15,0,April - June 2012
117016,Birla Sun Life Fixed Term Plan-Series EY-Growth,20000.22,0,April - June 2012
117017,Birla Sun Life Fixed Term Plan-Series EZ-Dividend,88.29,0,April - June 2012
117018,Birla Sun Life Fixed Term Plan-Series EZ-Growth,7731.81,0,April - June 2012
117108,Birla Sun Life Fixed Term Plan-Series FA-Dividend,17.87,0,April - June 2012
117109,Birla Sun Life Fixed Term Plan-Series FA-Growth,48871.04,0,April - June 2012
117112,Birla Sun Life Fixed Term Plan-Series FB-Dividend,688.43,0,April - June 2012
117113,Birla Sun Life Fixed Term Plan-Series FB-Growth,12361.75,0,April - June 2012
117114,Birla Sun Life Fixed Term Plan-Series FC-Dividend,186.73,0,April - June 2012
117115,Birla Sun Life Fixed Term Plan-Series FC-Growth,54513.21,0,April - June 2012
117202,Birla Sun Life Fixed Term Plan-Series FD-Dividend,416.51,0,April - June 2012
117203,Birla Sun Life Fixed Term Plan-Series FD-Growth,13644.38,0,April - June 2012
117271,Birla Sun Life Fixed Term Plan-Series FH-Dividend,142.17,0,April - June 2012
117270,Birla Sun Life Fixed Term Plan-Series FH-Growth,3281.54,0,April - June 2012
117275,Birla Sun Life Fixed Term Plan-Series FI-Growth,3350.29,0,April - June 2012
117391,Birla Sun Life Fixed Term Plan-Series FJ-Dividend,1109.74,0,April - June 2012
117392,Birla Sun Life Fixed Term Plan-Series FJ-Growth,4400.64,0,April - June 2012
